date & time, temperature
2020-04-26 00:00:19.144164,22.125
2020-04-26 00:01:20.983898,22.125
2020-04-26 00:02:22.903917,22.125
2020-04-26 00:03:24.663903,22.125
2020-04-26 00:04:26.503896,22.125
2020-04-26 00:05:28.343911,22.125
2020-04-26 00:06:30.183895,22.187
2020-04-26 00:07:32.023888,22.187
2020-04-26 00:08:33.863937,22.187
2020-04-26 00:09:35.703869,22.187
2020-04-26 00:10:37.543922,22.187
2020-04-26 00:11:39.383945,22.187
2020-04-26 00:12:41.223922,22.187
2020-04-26 00:13:43.063908,22.187
2020-04-26 00:14:44.823896,22.187
2020-04-26 00:15:46.583955,22.187
2020-04-26 00:16:48.423904,22.187
2020-04-26 00:17:50.263905,22.187
2020-04-26 00:18:52.103872,22.187
2020-04-26 00:19:53.943934,22.187
2020-04-26 00:20:55.783902,22.187
2020-04-26 00:21:57.623926,22.187
2020-04-26 00:22:59.463921,22.187
2020-04-26 00:24:01.304214,22.187
2020-04-26 00:25:03.143898,22.187
2020-04-26 00:26:04.983920,22.187
2020-04-26 00:27:06.823909,22.187
2020-04-26 00:28:08.583886,22.187
2020-04-26 00:29:10.423919,22.187
2020-04-26 00:30:12.263873,22.187
2020-04-26 00:31:14.103907,22.187
2020-04-26 00:32:15.943907,22.187
2020-04-26 00:33:17.783924,22.25
2020-04-26 00:34:19.623927,22.25
2020-04-26 00:35:21.463928,22.25
2020-04-26 00:36:23.303909,22.25
2020-04-26 00:37:25.143924,22.25
2020-04-26 00:38:26.983894,22.25
2020-04-26 00:39:28.823915,22.25
2020-04-26 00:40:30.583939,22.25
2020-04-26 00:41:32.423892,22.25
2020-04-26 00:42:34.263901,22.25
2020-04-26 00:43:36.103913,22.25
2020-04-26 00:44:37.943908,22.25
2020-04-26 00:45:39.783909,22.25
2020-04-26 00:46:41.623962,22.25
2020-04-26 00:47:43.463909,22.25
2020-04-26 00:48:45.303950,22.25
2020-04-26 00:49:47.143909,22.25
2020-04-26 00:50:48.983914,22.25
2020-04-26 00:51:50.823919,22.25
2020-04-26 00:52:52.583881,22.25
2020-04-26 00:53:54.463916,22.25
2020-04-26 00:54:56.263927,22.25
2020-04-26 00:55:58.103913,22.25
2020-04-26 00:56:59.943902,22.25
2020-04-26 00:58:01.783934,22.25
2020-04-26 00:59:03.623910,22.25
2020-04-26 01:00:05.463920,22.25
2020-04-26 01:01:07.303895,22.312
2020-04-26 01:02:09.143937,22.312
2020-04-26 01:03:10.983898,22.25
2020-04-26 01:04:12.823873,22.312
2020-04-26 01:05:14.583906,22.25
2020-04-26 01:06:16.423920,22.312
2020-04-26 01:07:18.263936,22.312
2020-04-26 01:08:20.103901,22.312
2020-04-26 01:09:21.943921,22.312
2020-04-26 01:10:23.783897,22.312
2020-04-26 01:11:25.623918,22.312
2020-04-26 01:12:27.463929,22.312
2020-04-26 01:13:29.303940,22.312
2020-04-26 01:14:31.143903,22.312
2020-04-26 01:15:32.983888,22.312
2020-04-26 01:16:34.823907,22.312
2020-04-26 01:17:36.583907,22.312
2020-04-26 01:18:38.423900,22.312
2020-04-26 01:19:40.263900,22.312
2020-04-26 01:20:42.143933,22.312
2020-04-26 01:21:43.943917,22.312
2020-04-26 01:22:45.703968,22.312
2020-04-26 01:23:47.543915,22.312
2020-04-26 01:24:49.383894,22.312
2020-04-26 01:25:51.223909,22.312
2020-04-26 01:26:53.063925,22.312
2020-04-26 01:27:54.823905,22.312
2020-04-26 01:28:56.583907,22.312
2020-04-26 01:29:58.423913,22.312
2020-04-26 01:31:00.263944,22.312
2020-04-26 01:32:02.103924,22.312
2020-04-26 01:33:03.943909,22.312
2020-04-26 01:34:05.783904,22.312
2020-04-26 01:35:07.623908,22.312
2020-04-26 01:36:09.463942,22.312
2020-04-26 01:37:11.303902,22.312
2020-04-26 01:38:13.143919,22.312
2020-04-26 01:39:14.983894,22.312
2020-04-26 01:40:16.823902,22.312
2020-04-26 01:41:18.583912,22.312
2020-04-26 01:42:20.423905,22.312
2020-04-26 01:43:22.263909,22.312
2020-04-26 01:44:24.103921,22.312
2020-04-26 01:45:25.943878,22.312
2020-04-26 01:46:27.783908,22.312
2020-04-26 01:47:29.623922,22.312
2020-04-26 01:48:31.463899,22.312
2020-04-26 01:49:33.303944,22.312
2020-04-26 01:50:35.143905,22.312
2020-04-26 01:51:36.983903,22.312
2020-04-26 01:52:38.823893,22.312
2020-04-26 01:53:40.583898,22.312
2020-04-26 01:54:42.423962,22.312
2020-04-26 01:55:44.263923,22.312
2020-04-26 01:56:46.103931,22.312
2020-04-26 01:57:47.943900,22.375
2020-04-26 01:58:49.783908,22.312
2020-04-26 01:59:51.623904,22.375
2020-04-26 02:00:53.463915,22.312
2020-04-26 02:01:55.303921,22.312
2020-04-26 02:02:57.143917,22.312
2020-04-26 02:03:58.983906,22.375
2020-04-26 02:05:00.823917,22.312
2020-04-26 02:06:02.583911,22.312
2020-04-26 02:07:04.423901,22.375
2020-04-26 02:08:06.263870,22.312
2020-04-26 02:09:08.103906,22.312
2020-04-26 02:10:09.943872,22.375
2020-04-26 02:11:11.783913,22.375
2020-04-26 02:12:13.623919,22.375
2020-04-26 02:13:15.463922,22.375
2020-04-26 02:14:17.303924,22.375
2020-04-26 02:15:19.143907,22.375
2020-04-26 02:16:20.983925,22.375
2020-04-26 02:17:22.823899,22.375
2020-04-26 02:18:24.583913,22.375
2020-04-26 02:19:26.423903,22.375
2020-04-26 02:20:28.263902,22.375
2020-04-26 02:21:30.103871,22.375
2020-04-26 02:22:31.943922,22.375
2020-04-26 02:23:33.783924,22.375
2020-04-26 02:24:35.623940,22.375
2020-04-26 02:25:37.463919,22.375
2020-04-26 02:26:39.303902,22.375
2020-04-26 02:27:41.143927,22.375
2020-04-26 02:28:42.983901,22.375
2020-04-26 02:29:44.823904,22.375
2020-04-26 02:30:46.583908,22.375
2020-04-26 02:31:48.423909,22.375
2020-04-26 02:32:50.263883,22.375
2020-04-26 02:33:52.103914,22.375
2020-04-26 02:34:53.943898,22.375
2020-04-26 02:35:55.783904,22.375
2020-04-26 02:36:57.623924,22.375
2020-04-26 02:37:59.463952,22.375
2020-04-26 02:39:01.303914,22.375
2020-04-26 02:40:03.143920,22.375
2020-04-26 02:41:04.983906,22.375
2020-04-26 02:42:06.823926,22.375
2020-04-26 02:43:08.583910,22.375
2020-04-26 02:44:10.423877,22.375
2020-04-26 02:45:12.263898,22.375
2020-04-26 02:46:14.103901,22.375
2020-04-26 02:47:15.943904,22.375
2020-04-26 02:48:17.783929,22.375
2020-04-26 02:49:19.623901,22.375
2020-04-26 02:50:21.463923,22.375
2020-04-26 02:51:23.303928,22.437
2020-04-26 02:52:25.143913,22.437
2020-04-26 02:53:26.983914,22.375
2020-04-26 02:54:28.823902,22.375
2020-04-26 02:55:30.583889,22.437
2020-04-26 02:56:32.423912,22.375
2020-04-26 02:57:34.263900,22.437
2020-04-26 02:58:36.103903,22.437
2020-04-26 02:59:37.943905,22.437
2020-04-26 03:00:39.783908,22.437
2020-04-26 03:01:41.623921,22.437
2020-04-26 03:02:43.463916,22.375
2020-04-26 03:03:45.303943,22.437
2020-04-26 03:04:47.143948,22.437
2020-04-26 03:05:48.983940,22.437
2020-04-26 03:06:50.823875,22.437
2020-04-26 03:07:52.583903,22.437
2020-04-26 03:08:54.423923,22.437
2020-04-26 03:09:56.263910,22.437
2020-04-26 03:10:58.103907,22.437
2020-04-26 03:11:59.943900,22.437
2020-04-26 03:13:01.783934,22.437
2020-04-26 03:14:03.623906,22.437
2020-04-26 03:15:05.463941,22.437
2020-04-26 03:16:07.303917,22.437
2020-04-26 03:17:09.143933,22.437
2020-04-26 03:18:10.983884,22.437
2020-04-26 03:19:12.823908,22.437
2020-04-26 03:20:14.583950,22.437
2020-04-26 03:21:16.423901,22.437
2020-04-26 03:22:18.263903,22.437
2020-04-26 03:23:20.103929,22.375
2020-04-26 03:24:21.943901,22.375
2020-04-26 03:25:23.783908,22.375
2020-04-26 03:26:25.623936,22.375
2020-04-26 03:27:27.463914,22.375
2020-04-26 03:28:29.303923,22.437
2020-04-26 03:29:31.143880,22.375
2020-04-26 03:30:32.983902,22.437
2020-04-26 03:31:34.823879,22.375
2020-04-26 03:32:36.583913,22.437
2020-04-26 03:33:38.423910,22.437
2020-04-26 03:34:40.263918,22.375
2020-04-26 03:35:42.103944,22.375
2020-04-26 03:36:43.943908,22.375
2020-04-26 03:37:45.783950,22.375
2020-04-26 03:38:47.623909,22.375
2020-04-26 03:39:49.463918,22.375
2020-04-26 03:40:51.303915,22.375
2020-04-26 03:41:53.143927,22.437
2020-04-26 03:42:54.983877,22.437
2020-04-26 03:43:56.823920,22.437
2020-04-26 03:44:58.583902,22.437
2020-04-26 03:46:00.423901,22.437
2020-04-26 03:47:02.263903,22.437
